platform,country,handle,platform_account_id,name,profile_url,content_categories,followers,average_engagement_rate,source_rank,source_url
YouTube,UK,,UC6D1L2vxEAg_Vi0JSxMBDgA,Dan Rhodes,https://www.youtube.com/channel/UC6D1L2vxEAg_Vi0JSxMBDgA,,17700000,0.3%,8,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCYVinkwSX7szARULgYpvhLw,Ali-A,https://www.youtube.com/channel/UCYVinkwSX7szARULgYpvhLw,,17700000,,9,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCHwBjRoGO1V-H8QYXjSVHkQ,Gaby and Alex,https://www.youtube.com/channel/UCHwBjRoGO1V-H8QYXjSVHkQ,,17000000,,10,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,sidemen,Sidemen,https://www.youtube.com/channel/sidemen,,17000000,2.8%,11,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCiMhD4jzUqG-IgPzUmmytRQ,Queen Official,https://www.youtube.com/channel/UCiMhD4jzUqG-IgPzUmmytRQ,,16300000,,12,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCIvqWqjC4aLvp7zI8hzARrA,Little Mix,https://www.youtube.com/channel/UCIvqWqjC4aLvp7zI8hzARrA,,16100000,,13,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCGmnsW623G1r-Chmo5RB4Yw,JJ Olatunji,https://www.youtube.com/channel/UCGmnsW623G1r-Chmo5RB4Yw,,15900000,,14,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCKvn9VBLAiLiYL4FFJHri6g,F2Freestylers - Ultimate Soccer Skills Channel,https://www.youtube.com/channel/UCKvn9VBLAiLiYL4FFJHri6g,Celebridad,14000000,0.2%,15,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC16niRr50-MSBwiO3YDb3RA,BBC News,https://www.youtube.com/channel/UC16niRr50-MSBwiO3YDb3RA,,13300000,,16,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCCj956IF62FbT7Gouszaj9w,BBC,https://www.youtube.com/channel/UCCj956IF62FbT7Gouszaj9w,,12900000,,17,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCBq5hp6DvwWam2XOXw6lYJA,Awakening Music,https://www.youtube.com/channel/UCBq5hp6DvwWam2XOXw6lYJA,सङ्गीत,12400000,,18,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCLeuoGy_hUDTBf5Hk0ynrpQ,DisneyChannelUK,https://www.youtube.com/channel/UCLeuoGy_hUDTBf5Hk0ynrpQ,,12300000,,19,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCp68_FLety0O-n9QU6phsgw,colinfurze,https://www.youtube.com/channel/UCp68_FLety0O-n9QU6phsgw,,11900000,0.6%,20,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,https://www.youtube.com/channel/UCMiJRAwDNSNzuYeN2uWa0pA,,11800000,1.9%,21,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC5p_l5ZeB_wGjO_yDXwiqvw,TommyInnit,https://www.youtube.com/channel/UC5p_l5ZeB_wGjO_yDXwiqvw,,11700000,,22,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCBwSufNse8VMBvQM_rCSvgQ,Morgz,https://www.youtube.com/channel/UCBwSufNse8VMBvQM_rCSvgQ,,11600000,0.1%,23,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC6sSkkemzPjmrzS0Y0V_2zw,Tiana,https://www.youtube.com/channel/UC6sSkkemzPjmrzS0Y0V_2zw,,11400000,,24,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC7Gf2tZ8coTX2ckTPgn62iQ,DisneyJuniorUK,https://www.youtube.com/channel/UC7Gf2tZ8coTX2ckTPgn62iQ,,11200000,,25,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC-0D1RlSzcvBoODCKSoLl2g,Emily Tube,https://www.youtube.com/channel/UC-0D1RlSzcvBoODCKSoLl2g,,11000000,,26,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCHdMK5Ef2El8KbD3L_WgANg,Slogo,https://www.youtube.com/channel/UCHdMK5Ef2El8KbD3L_WgANg,,10900000,,27,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC4pEp0mo54WhEBCTYvjVDJA,Jessie J,https://www.youtube.com/channel/UC4pEp0mo54WhEBCTYvjVDJA,,10400000,,28,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCwTRjvjVge51X-ILJ4i22ew,Sing King,https://www.youtube.com/channel/UCwTRjvjVge51X-ILJ4i22ew,,10200000,,29,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCelk6aHijZq-GJBBB9YpReA,BBC News عربي,https://www.youtube.com/channel/UCelk6aHijZq-GJBBB9YpReA,,10100000,,30,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCEwIUtFBhaI2L2PuKv0KL2g,Classic Mr Bean,https://www.youtube.com/channel/UCEwIUtFBhaI2L2PuKv0KL2g,,9900000,,31,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC1ieoHqKW-yYgDhLHIcx28w,Syndicate,https://www.youtube.com/channel/UC1ieoHqKW-yYgDhLHIcx28w,,9700000,,32,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCfIXdjDQH9Fau7y99_Orpjw,Gorillaz,https://www.youtube.com/channel/UCfIXdjDQH9Fau7y99_Orpjw,,9400000,0.1%,33,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCoGForHQAmk0_9rI9CABeYw,Woody & Kleiny,https://www.youtube.com/channel/UCoGForHQAmk0_9rI9CABeYw,,9400000,1.1%,34,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UChUHOEe7zgYmrv7a_LlpNng,Jungle Beat,https://www.youtube.com/channel/UChUHOEe7zgYmrv7a_LlpNng,यात्रा,9300000,,35,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,juliusdein,Julius Dein,https://www.youtube.com/channel/juliusdein,,9200000,,36,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCEY1ejsweY4DgMwOVJeEaBA,The X Factor UK,https://www.youtube.com/channel/UCEY1ejsweY4DgMwOVJeEaBA,,9100000,0.1%,37,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCz4tgANd4yy8Oe0iXCdSWfA,English with Lucy,https://www.youtube.com/channel/UCz4tgANd4yy8Oe0iXCdSWfA,,9000000,,38,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCS7H8U-n5mINVJjJsaRtGHg,Shaun the Sheep,https://www.youtube.com/channel/UCS7H8U-n5mINVJjJsaRtGHg,,8900000,,39,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC977n5nXRn8MDuGQjwxkOLw,Cartoons for Kids,https://www.youtube.com/channel/UC977n5nXRn8MDuGQjwxkOLw,,8700000,,40,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UChFur_NwVSbUozOcF_F2kMg,Mumbo Jumbo,https://www.youtube.com/channel/UChFur_NwVSbUozOcF_F2kMg,भिडियो गेमिङ,8500000,1.7%,41,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCjOl2AUblVmg2rA_cRgZkFg,Top Gear,https://www.youtube.com/channel/UCjOl2AUblVmg2rA_cRgZkFg,,8400000,,42,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC1QqdFv5e9QSEi0eYdfwuqw,Moonbug Kids - Kids Learning Videos,https://www.youtube.com/channel/UC1QqdFv5e9QSEi0eYdfwuqw,,8300000,,43,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC-FQUIVQ-bZiefzBiQAa8Fw,BBC Radio 1,https://www.youtube.com/channel/UC-FQUIVQ-bZiefzBiQAa8Fw,,8100000,,44,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,liverpoolfc,Liverpool FC,https://www.youtube.com/channel/liverpoolfc,,8000000,,45,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCR9Gcq0CMm6YgTzsDxAxjOQ,Grian,https://www.youtube.com/channel/UCR9Gcq0CMm6YgTzsDxAxjOQ,,7800000,1.8%,46,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCDBCCMlFD-hArPbWv38FINA,Daz Games,https://www.youtube.com/channel/UCDBCCMlFD-hArPbWv38FINA,,7600000,0.3%,47,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCvwgF_0NOZe2vN4Q3g1bY-A,Vikkstar123,https://www.youtube.com/channel/UCvwgF_0NOZe2vN4Q3g1bY-A,,7600000,,48,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCHFA6Nt11kE_8OWIya0SQDQ,PlayToys,https://www.youtube.com/channel/UCHFA6Nt11kE_8OWIya0SQDQ,,7600000,,49,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCUhFaUpnq31m6TNX2VKVSVA,carwow,https://www.youtube.com/channel/UCUhFaUpnq31m6TNX2VKVSVA,,7500000,0.2%,50,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC5Y1pPVNm-odhiubuRO1D6A,Jeremy Lynch,https://www.youtube.com/channel/UC5Y1pPVNm-odhiubuRO1D6A,,7400000,,51,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCOYWgypDktXdb-HfZnSMK6A,TomSka,https://www.youtube.com/channel/UCOYWgypDktXdb-HfZnSMK6A,,7200000,2.2%,52,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCH-_hzb2ILSCo9ftVSnrCIQ,YOGSCAST Lewis & Simon,https://www.youtube.com/channel/UCH-_hzb2ILSCo9ftVSnrCIQ,समाचारहरू,7100000,,53,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCzTlXb7ivVzuFlugVCv3Kvg,LDShadowLady,https://www.youtube.com/channel/UCzTlXb7ivVzuFlugVCv3Kvg,भिडियो गेमिङ,7000000,,54,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCc4K7bAqpdBP8jh1j9XZAww,The Beatles,https://www.youtube.com/channel/UCc4K7bAqpdBP8jh1j9XZAww,,6900000,0.1%,55,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCFHtCB_FWXQ8GpjgfYcD8-g,Passenger,https://www.youtube.com/channel/UCFHtCB_FWXQ8GpjgfYcD8-g,,6900000,,56,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCrSgaO6xOY8YV1EoCbD51HA,MessYourself,https://www.youtube.com/channel/UCrSgaO6xOY8YV1EoCbD51HA,,6900000,,57,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCh5mLn90vUaB1PbRRx_AiaA,MoreSidemen,https://www.youtube.com/channel/UCh5mLn90vUaB1PbRRx_AiaA,,6800000,0.6%,58,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCmst562fALOY2cKb4IFgqEg,Boomerang UK,https://www.youtube.com/channel/UCmst562fALOY2cKb4IFgqEg,,6800000,,59,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCV5Gw7GGOMxe6SSF6llp_3Q,James Arthur,https://www.youtube.com/channel/UCV5Gw7GGOMxe6SSF6llp_3Q,,6800000,,60,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCrSx8rek9EuC3YGHvG8aalw,ARPO The Robot,https://www.youtube.com/channel/UCrSx8rek9EuC3YGHvG8aalw,,6700000,,61,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCcmpeVbSSQlZRvHfdC-CRwg,24 News HD,https://www.youtube.com/channel/UCcmpeVbSSQlZRvHfdC-CRwg,,6700000,,62,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC_wITz-Ze4JFc3WLQA1n3Hw,RubyandBonnie,https://www.youtube.com/channel/UC_wITz-Ze4JFc3WLQA1n3Hw,,6600000,,63,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCHiceVclOIFCgAcveITRLLw,Nickelodeon UK,https://www.youtube.com/channel/UCHiceVclOIFCgAcveITRLLw,,6600000,,64,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCSY5V7BJSrxNvvBF0Drslow,Mark Ronson,https://www.youtube.com/channel/UCSY5V7BJSrxNvvBF0Drslow,,6500000,,65,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCQdsJ95w9jh-yB0BA6EDGWA,Rhia Official,https://www.youtube.com/channel/UCQdsJ95w9jh-yB0BA6EDGWA,,6400000,,66,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCfLFTP1uTuIizynWsZq2nkQ,UKF Dubstep,https://www.youtube.com/channel/UCfLFTP1uTuIizynWsZq2nkQ,,6300000,,67,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCOgUcv_9DaivXzsN9mcHIzQ,TGFbro,https://www.youtube.com/channel/UCOgUcv_9DaivXzsN9mcHIzQ,,6200000,0.9%,68,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC1n_PfsVqxllCcnMPlxBIjw,Wilbur Soot,https://www.youtube.com/channel/UC1n_PfsVqxllCcnMPlxBIjw,,6200000,2.6%,69,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCswH8ovgUp5Bdg-0_JTYFNw,Russell Brand,https://www.youtube.com/channel/UCswH8ovgUp5Bdg-0_JTYFNw,,6200000,,70,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC6yW44UGJJBvYTlfC7CRg2Q,Manchester United,https://www.youtube.com/channel/UC6yW44UGJJBvYTlfC7CRg2Q,,6200000,0.2%,71,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCM88mtSE0zRTn5ae4EbYcuw,Pingu - Official Channel,https://www.youtube.com/channel/UCM88mtSE0zRTn5ae4EbYcuw,,6200000,,72,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCZSlfzadjnw7G419c_OJ9eg,Mrwhosetheboss Shorts,https://www.youtube.com/channel/UCZSlfzadjnw7G419c_OJ9eg,,6100000,,73,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCdcUmdOxMrhRjKMw-BX19AA,Niko Omilana,https://www.youtube.com/channel/UCdcUmdOxMrhRjKMw-BX19AA,,6000000,16.2%,74,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC7_yh9PEDpaqp34QtGO-_Yw,Tiana Wilson,https://www.youtube.com/channel/UC7_yh9PEDpaqp34QtGO-_Yw,,5900000,,75,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCZzwjZPc6R_PbnDgFVMwlvQ,Capital FM,https://www.youtube.com/channel/UCZzwjZPc6R_PbnDgFVMwlvQ,,5800000,,76,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCH6vXjt-BA7QHl0KnfL-7RQ,Simon's Cat,https://www.youtube.com/channel/UCH6vXjt-BA7QHl0KnfL-7RQ,,5800000,0.3%,77,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC2C_jShtL725hvbm1arSV9w,CGP Grey,https://www.youtube.com/channel/UC2C_jShtL725hvbm1arSV9w,,5800000,,78,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCpSgg_ECBj25s9moCDfSTsA,Jamie Oliver,https://www.youtube.com/channel/UCpSgg_ECBj25s9moCDfSTsA,,5800000,,79,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,sirhcchris2010,ChrisMD,https://www.youtube.com/channel/sirhcchris2010,,5600000,2.2%,80,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC-VDfQNL-S44eZscGlXI14g,Dumori Bay,https://www.youtube.com/channel/UC-VDfQNL-S44eZscGlXI14g,,5600000,,81,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCakgsb0w7QB0VHdnCc-OVEA,Space Videos,https://www.youtube.com/channel/UCakgsb0w7QB0VHdnCc-OVEA,,5500000,,82,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCu4XcDBdnZkV6-5z2f16M0g,Real Stories,https://www.youtube.com/channel/UCu4XcDBdnZkV6-5z2f16M0g,प्रसिद्धि,5500000,,83,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCO66lK14MYiXlu0A6pQ4ouA,More Emily,https://www.youtube.com/channel/UCO66lK14MYiXlu0A6pQ4ouA,,5400000,,84,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCqTwKvjbTENZDGbz2si47ag,GRM Daily,https://www.youtube.com/channel/UCqTwKvjbTENZDGbz2si47ag,,5300000,,85,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCLk9wddjT0F-HILLRFXodtg,Joe Weller,https://www.youtube.com/channel/UCLk9wddjT0F-HILLRFXodtg,,5300000,1.9%,86,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCbmWOFTbZoDLWqG1rvFnJ0g,WildBrain Kids,https://www.youtube.com/channel/UCbmWOFTbZoDLWqG1rvFnJ0g,प्रसिद्धि,5200000,,87,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCoMdktPbSTixAyNGwb-UYkQ,Sky News,https://www.youtube.com/channel/UCoMdktPbSTixAyNGwb-UYkQ,,5200000,,88,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCvxfEIG3PHpgM0TMJJ_SH-w,Jarvis,https://www.youtube.com/channel/UCvxfEIG3PHpgM0TMJJ_SH-w,,5000000,0.8%,89,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCRlICXvO4XR4HMeEB9JjDlA,Thoughty2,https://www.youtube.com/channel/UCRlICXvO4XR4HMeEB9JjDlA,,5000000,,90,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,thedadlab,TheDadLab,https://www.youtube.com/channel/thedadlab,,5000000,,91,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCHhfSXoDG6gSgpOvLH4wrRw,Behzinga,https://www.youtube.com/channel/UCHhfSXoDG6gSgpOvLH4wrRw,,4900000,,92,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCHaHD477h-FeBbVh9Sh7syA,BBC Learning English,https://www.youtube.com/channel/UCHaHD477h-FeBbVh9Sh7syA,,4800000,,93,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCvZwcK22QTUaM18KE7mHeNw,Max and Katy,https://www.youtube.com/channel/UCvZwcK22QTUaM18KE7mHeNw,,4800000,,94,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCkzCjdRMrW2vXLx8mvPVLdQ,Man City,https://www.youtube.com/channel/UCkzCjdRMrW2vXLx8mvPVLdQ,,4800000,,95,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UC0h07r_UgTD0Tc-Dn5XLX3g,Wisp,https://www.youtube.com/channel/UC0h07r_UgTD0Tc-Dn5XLX3g,,4700000,1.1%,96,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCaFUrR3oSxOl5Y9y6tvLTEg,WillNE,https://www.youtube.com/channel/UCaFUrR3oSxOl5Y9y6tvLTEg,,4700000,2.4%,97,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UChntGq8THlUokhc1tT-M2wA,Zerkaa,https://www.youtube.com/channel/UChntGq8THlUokhc1tT-M2wA,,4700000,2.3%,98,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UChoQQRDf-zU1h6_YjKkWvdw,Ben Phillips,https://www.youtube.com/channel/UChoQQRDf-zU1h6_YjKkWvdw,,4600000,,99,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
YouTube,UK,,UCBKFH7bU2ebvO68FtuGjyyw,Roxxsaurus,https://www.youtube.com/channel/UCBKFH7bU2ebvO68FtuGjyyw,,4500000,,100,https://www.kaggle.com/datasets/bhavyadhingra00020/top-100-social-media-influencers-2024-countrywise
